Zone_ID,Image_Source_ID,Image_Type,NDVI,NDRE,RGB_Damage_Score,UAV_Timestamp,N,P,K,Moisture,pH,Temperature,Humidity,NDI_Label,PDI_Label,Semantic_Tag,Action_Suggested,Energy_Consumed_mAh,Latency_ms,Current_Node,Migrated_To,Migration_Required,Migration_Timestamp
Z6,IMG_Z6_202508011605.jpg,Multispectral,0.56,0.42,,08/01/2025 16:05,65,18,74,37.23,7.59,38.43,56.59,High,Low,"Pest-risk, K-deficiency",Irrigate,1.56,85.44,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202509031010.jpg,Multispectral,0.53,0.52,,09/03/2025 10:10,73,39,83,23.84,5.93,29.29,59.8,Low,Low,"Pest-risk, Pest-risk",Apply Pesticide,5.97,60.08,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202506210245.jpg,Multispectral,0.35,0.33,,6/21/2025 2:45,47,39,53,34.62,5.47,39.73,43.83,High,Low,"N-deficiency, Pest-risk",Monitor,7.64,15.3,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202508181630.jpg,RGB,,,0.06,8/18/2025 16:30,47,33,66,9.12,6.63,28.99,44.09,Medium,High,"Healthy, Healthy",Monitor,2.84,59.15,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202504110325.jpg,Multispectral,0.38,0.58,,04/11/2025 3:25,30,33,56,33.59,6.39,20.71,84.83,High,Low,"Pest-risk, Healthy",Apply Pesticide,2.71,39.59,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202507201935.jpg,Multispectral,0.88,0.34,,7/20/2025 19:35,28,31,73,21.97,6.94,33.43,82.35,Medium,Medium,"Pest-risk, P-deficiency",Apply Pesticide,5.8,18.05,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202507230900.jpg,RGB,,,0.35,7/23/2025 9:00,60,31,47,36.45,5.18,27.91,86.21,Medium,High,"N-deficiency, Pest-risk",Apply Fertilizer,3.19,40.2,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202505200225.jpg,RGB,,,0.18,5/20/2025 2:25,30,31,70,33.88,7.78,39.16,36.44,Medium,High,"K-deficiency, Pest-risk",Apply Fertilizer,4.02,67.95,Cloud-Node-2,Cloud-Node-2,No,
Z10,IMG_Z10_202506200645.jpg,Multispectral,0.3,0.23,,6/20/2025 6:45,62,26,83,12.77,5.79,18.69,29.43,Medium,Low,"K-deficiency, N-deficiency",Monitor,2.9,39.2,Cloud-Node-2,Cloud-Node-1,Yes,6/20/2025 6:45
Z5,IMG_Z5_202508131045.jpg,RGB,,,0.37,8/13/2025 10:45,19,22,47,12.82,6.93,38.87,69.82,Low,High,"P-deficiency, P-deficiency",Apply Pesticide,7.92,21.23,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202507021830.jpg,RGB,,,0.77,07/02/2025 18:30,34,35,33,11.18,5.3,31.16,68.66,High,Low,"Pest-risk, Pest-risk",Monitor,5.31,96.05,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202508081140.jpg,RGB,,,0.22,08/08/2025 11:40,38,8,35,34.01,5.43,33.13,31.26,Low,Medium,"K-deficiency, Pest-risk",Irrigate,4.8,26.97,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202510231105.jpg,Multispectral,0.3,0.12,,10/23/2025 11:05,35,22,38,22.17,5.94,28.64,85.31,Low,High,"Pest-risk, N-deficiency",Apply Fertilizer,8.31,69.71,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202510141625.jpg,Multispectral,0.56,0.12,,10/14/2025 16:25,62,37,82,30.75,5.44,32.82,35.68,Medium,Low,"P-deficiency, N-deficiency",Irrigate,7.71,40.38,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202507010615.jpg,Multispectral,0.38,0.3,,07/01/2025 6:15,67,37,90,24.61,7.31,33.62,75.29,Low,Medium,"Healthy, N-deficiency",Apply Pesticide,5.1,79.4,Edge-Node-A,Edge-Node-A,No,
Z6,IMG_Z6_202507111710.jpg,Multispectral,0.67,0.33,,07/11/2025 17:10,17,24,26,30.55,7.26,20.09,48.72,Low,Medium,"N-deficiency, K-deficiency",Apply Fertilizer,9.24,26.91,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202510111020.jpg,RGB,,,0.56,10/11/2025 10:20,24,24,50,15.66,7.2,35.7,38.39,Medium,High,"K-deficiency, N-deficiency",Irrigate,7.46,36.06,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202508011515.jpg,RGB,,,0.29,08/01/2025 15:15,49,13,53,25.1,6.7,19.26,28.25,Medium,Medium,"P-deficiency, K-deficiency",Irrigate,7.25,29.88,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202510112125.jpg,Multispectral,0.27,0.3,,10/11/2025 21:25,49,40,55,23.72,6.9,27.95,32.4,High,Low,"N-deficiency, K-deficiency",Monitor,1.87,33.4,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202508290805.jpg,Multispectral,0.43,0.14,,8/29/2025 8:05,38,9,23,11.06,6.92,26.47,93.67,High,High,"P-deficiency, Healthy",Apply Pesticide,1.24,52.17,Cloud-Node-2,Edge-Node-B,Yes,8/29/2025 8:05
Z7,IMG_Z7_202508311755.jpg,RGB,,,0.39,8/31/2025 17:55,25,31,90,24.42,7.61,25.05,75.64,Medium,Low,"N-deficiency, Pest-risk",Monitor,5.03,48.88,Cloud-Node-2,Cloud-Node-2,No,
Z8,IMG_Z8_202507140135.jpg,Multispectral,0.89,0.51,,7/14/2025 1:35,61,17,70,34.76,5.84,20.02,48.06,Low,High,"Pest-risk, P-deficiency",Monitor,6.25,38.18,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202510250255.jpg,RGB,,,0.52,10/25/2025 2:55,41,21,93,13.2,5.86,36.79,29.92,Low,Medium,"K-deficiency, P-deficiency",Apply Pesticide,5.32,15.78,Cloud-Node-2,Cloud-Node-1,Yes,10/25/2025 2:55
Z4,IMG_Z4_202505170545.jpg,Multispectral,0.35,0.45,,5/17/2025 5:45,43,21,65,16.99,6.9,34.71,40.57,Medium,Low,"Pest-risk, Healthy",Monitor,1.19,90.54,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202507152305.jpg,RGB,,,0.64,7/15/2025 23:05,43,44,33,18.05,6.32,28.58,64.08,Medium,Low,"N-deficiency, P-deficiency",Irrigate,1.97,93.66,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202509260825.jpg,Multispectral,0.45,0.22,,9/26/2025 8:25,70,40,55,33.43,5.84,31.37,42.97,Medium,Low,"K-deficiency, P-deficiency",Monitor,2.72,43.57,Edge-Node-B,Edge-Node-B,No,
Z8,IMG_Z8_202505171000.jpg,Multispectral,0.32,0.16,,5/17/2025 10:00,64,42,92,12.17,7.75,42.0,72.17,Medium,Low,"P-deficiency, K-deficiency",Apply Pesticide,8.6,28.04,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202509010710.jpg,RGB,,,0.94,09/01/2025 7:10,65,6,37,23.08,5.72,27.23,73.77,Medium,Medium,"Healthy, P-deficiency",Apply Fertilizer,5.16,49.55,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202510062220.jpg,RGB,,,0.47,10/06/2025 22:20,17,23,84,33.39,6.99,19.78,93.38,Low,Low,"Pest-risk, Pest-risk",Apply Pesticide,8.4,54.84,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202505040015.jpg,Multispectral,0.65,0.51,,05/04/2025 0:15,53,29,31,10.59,6.77,34.33,52.35,Low,Medium,"K-deficiency, K-deficiency",Apply Pesticide,7.67,50.05,Cloud-Node-2,Edge-Node-A,Yes,05/04/2025 0:15
Z2,IMG_Z2_202507070540.jpg,RGB,,,0.91,07/07/2025 5:40,61,27,82,30.9,6.79,20.18,37.14,Medium,Medium,"P-deficiency, P-deficiency",Monitor,7.68,28.15,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202506061600.jpg,Multispectral,0.62,0.36,,06/06/2025 16:00,69,40,83,26.82,5.34,20.83,62.38,High,Low,"P-deficiency, N-deficiency",Monitor,6.05,29.55,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202504261025.jpg,Multispectral,0.66,0.11,,4/26/2025 10:25,32,23,78,18.68,7.57,31.61,32.63,Medium,Low,"P-deficiency, N-deficiency",Apply Fertilizer,5.19,38.47,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202505170900.jpg,Multispectral,0.88,0.18,,5/17/2025 9:00,22,33,47,8.13,6.72,22.35,50.29,Medium,High,"Pest-risk, Healthy",Irrigate,6.5,56.84,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202504131010.jpg,Multispectral,0.48,0.41,,4/13/2025 10:10,73,9,76,22.9,7.57,18.4,57.94,Low,Medium,"P-deficiency, Healthy",Irrigate,5.08,45.4,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202504070155.jpg,RGB,,,0.36,04/07/2025 1:55,56,44,65,27.33,5.57,29.59,48.3,Medium,Low,"P-deficiency, P-deficiency",Irrigate,7.81,97.07,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202510031605.jpg,Multispectral,0.86,0.28,,10/03/2025 16:05,16,43,82,11.79,6.89,33.36,91.32,Low,Medium,"Healthy, P-deficiency",Irrigate,3.44,12.37,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202506080135.jpg,RGB,,,0.91,06/08/2025 1:35,25,21,51,33.86,7.05,30.16,61.34,Medium,Medium,"Pest-risk, K-deficiency",Monitor,7.69,94.42,Cloud-Node-2,Cloud-Node-2,No,
Z10,IMG_Z10_202504291130.jpg,Multispectral,0.34,0.42,,4/29/2025 11:30,20,33,80,11.01,5.12,19.78,37.31,Medium,Medium,"N-deficiency, P-deficiency",Apply Pesticide,4.11,98.22,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202510130540.jpg,RGB,,,0.06,10/13/2025 5:40,39,20,67,32.79,7.43,18.43,63.8,Low,Low,"Healthy, N-deficiency",Irrigate,7.29,57.3,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202509141305.jpg,Multispectral,0.41,0.24,,9/14/2025 13:05,35,17,62,15.95,5.01,23.31,25.95,Low,High,"K-deficiency, Healthy",Irrigate,6.71,62.59,Edge-Node-A,Edge-Node-A,No,
Z3,IMG_Z3_202505300340.jpg,RGB,,,0.12,5/30/2025 3:40,23,34,52,14.84,7.85,35.08,54.97,Low,Low,"K-deficiency, P-deficiency",Apply Pesticide,1.47,19.81,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202505041910.jpg,RGB,,,0.64,05/04/2025 19:10,34,5,94,22.94,6.21,28.86,52.46,High,Low,"N-deficiency, K-deficiency",Apply Pesticide,5.62,63.32,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202507120555.jpg,Multispectral,0.41,0.45,,07/12/2025 5:55,16,18,57,20.37,7.56,30.23,84.0,Medium,Medium,"Pest-risk, K-deficiency",Apply Fertilizer,8.97,45.84,Cloud-Node-2,Cloud-Node-1,Yes,07/12/2025 5:55
Z2,IMG_Z2_202510030110.jpg,Multispectral,0.57,0.59,,10/03/2025 1:10,16,13,60,9.36,6.63,18.97,63.87,High,Medium,"K-deficiency, N-deficiency",Irrigate,9.23,79.3,Edge-Node-A,Edge-Node-A,No,
Z7,IMG_Z7_202505180300.jpg,RGB,,,0.01,5/18/2025 3:00,29,18,61,35.45,7.96,18.51,51.0,Medium,Low,"Pest-risk, K-deficiency",Irrigate,4.6,57.5,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202504122035.jpg,Multispectral,0.35,0.52,,04/12/2025 20:35,45,28,49,22.03,5.7,31.12,36.96,Medium,Medium,"P-deficiency, N-deficiency",Irrigate,5.99,27.08,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202509071920.jpg,Multispectral,0.27,0.41,,09/07/2025 19:20,32,34,58,9.02,6.06,21.06,68.86,High,Medium,"P-deficiency, K-deficiency",Apply Fertilizer,8.28,48.2,Cloud-Node-2,Cloud-Node-1,Yes,09/07/2025 19:20
Z6,IMG_Z6_202509181020.jpg,Multispectral,0.88,0.53,,9/18/2025 10:20,27,17,77,34.72,7.16,25.02,53.86,Low,High,"Healthy, K-deficiency",Irrigate,4.2,38.96,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202510141500.jpg,Multispectral,0.85,0.34,,10/14/2025 15:00,36,8,89,15.47,5.95,34.68,30.09,Medium,Medium,"Healthy, K-deficiency",Monitor,8.96,61.12,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202509060915.jpg,RGB,,,0.29,09/06/2025 9:15,42,15,77,14.54,5.24,23.94,63.76,Low,Low,"Pest-risk, K-deficiency",Irrigate,8.1,94.19,Cloud-Node-2,Edge-Node-B,Yes,09/06/2025 9:16
Z4,IMG_Z4_202506092120.jpg,RGB,,,0.8,06/09/2025 21:20,69,34,82,10.51,6.94,37.84,62.35,Medium,Low,"N-deficiency, Pest-risk",Apply Fertilizer,5.14,54.76,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202509202035.jpg,RGB,,,0.37,9/20/2025 20:35,39,17,55,29.52,5.85,18.47,41.65,Medium,Low,"Healthy, Pest-risk",Apply Pesticide,7.98,92.37,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202504191025.jpg,RGB,,,0.67,4/19/2025 10:25,60,37,66,29.16,5.25,30.72,93.92,High,High,"P-deficiency, N-deficiency",Monitor,7.4,69.98,Edge-Node-A,Edge-Node-B,Yes,4/19/2025 10:26
Z8,IMG_Z8_202504280825.jpg,Multispectral,0.68,0.26,,4/28/2025 8:25,20,44,71,14.78,6.9,26.78,49.16,High,Medium,"Pest-risk, Pest-risk",Apply Pesticide,4.05,82.87,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202509081355.jpg,RGB,,,0.24,09/08/2025 13:55,30,32,32,21.29,5.33,36.19,60.44,Medium,Low,"Pest-risk, Pest-risk",Irrigate,8.99,51.37,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202505292200.jpg,Multispectral,0.56,0.2,,5/29/2025 22:00,73,6,64,31.44,7.38,36.0,64.64,High,High,"K-deficiency, Pest-risk",Monitor,2.66,25.02,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202507120005.jpg,Multispectral,0.61,0.4,,07/12/2025 0:05,51,27,50,22.38,7.45,30.18,43.0,Low,Low,"P-deficiency, Pest-risk",Monitor,2.2,49.29,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202504050005.jpg,RGB,,,0.86,04/05/2025 0:05,43,14,51,27.01,5.34,23.1,94.83,Medium,Low,"P-deficiency, P-deficiency",Apply Pesticide,9.36,97.86,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202509241640.jpg,Multispectral,0.27,0.33,,9/24/2025 16:40,15,17,23,21.6,6.97,22.15,48.22,Medium,Low,"Pest-risk, Healthy",Irrigate,6.48,70.62,Cloud-Node-2,Cloud-Node-2,No,
Z3,IMG_Z3_202505030500.jpg,Multispectral,0.44,0.39,,05/03/2025 5:00,63,5,73,27.98,5.72,21.43,37.13,Medium,Low,"P-deficiency, N-deficiency",Irrigate,6.63,34.67,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202507301735.jpg,RGB,,,0.44,7/30/2025 17:35,25,15,67,23.83,5.92,40.89,94.45,Low,Medium,"Pest-risk, P-deficiency",Apply Fertilizer,2.92,46.1,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202506230920.jpg,RGB,,,0.29,6/23/2025 9:20,64,15,25,33.3,5.44,41.88,87.02,Medium,Low,"Pest-risk, N-deficiency",Monitor,8.93,62.67,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202504050550.jpg,RGB,,,0.83,04/05/2025 5:50,47,34,90,30.57,7.59,36.24,91.13,Medium,Low,"P-deficiency, Healthy",Apply Fertilizer,6.93,21.64,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202509281830.jpg,Multispectral,0.35,0.29,,9/28/2025 18:30,67,40,46,31.36,5.65,29.59,44.51,High,Medium,"K-deficiency, N-deficiency",Apply Pesticide,5.12,23.24,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202504212145.jpg,Multispectral,0.43,0.58,,4/21/2025 21:45,68,18,68,13.21,7.93,34.53,94.37,Low,Medium,"Pest-risk, P-deficiency",Monitor,2.05,17.09,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202504300220.jpg,RGB,,,0.15,4/30/2025 2:20,58,43,60,10.62,6.04,33.69,89.48,High,Medium,"Healthy, K-deficiency",Irrigate,3.0,30.36,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202507220245.jpg,RGB,,,0.78,7/22/2025 2:45,18,15,81,13.47,5.65,33.11,35.77,Medium,Low,"Healthy, N-deficiency",Apply Pesticide,1.2,97.69,Cloud-Node-2,Cloud-Node-1,Yes,7/22/2025 2:46
Z4,IMG_Z4_202506280340.jpg,Multispectral,0.79,0.32,,6/28/2025 3:40,42,6,40,28.44,5.16,36.92,38.78,Medium,Low,"Healthy, P-deficiency",Monitor,4.26,38.36,Edge-Node-B,Cloud-Node-1,Yes,6/28/2025 3:40
Z10,IMG_Z10_202506300805.jpg,RGB,,,0.61,6/30/2025 8:05,15,28,59,8.06,6.43,27.4,47.8,Medium,Low,"Pest-risk, K-deficiency",Apply Pesticide,8.75,97.04,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202509111310.jpg,Multispectral,0.29,0.5,,09/11/2025 13:10,67,11,35,11.85,5.29,31.34,65.45,High,Medium,"K-deficiency, Pest-risk",Apply Pesticide,4.47,62.78,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202508110005.jpg,Multispectral,0.3,0.13,,08/11/2025 0:05,32,43,60,30.13,7.58,36.5,41.99,High,Medium,"P-deficiency, P-deficiency",Apply Pesticide,4.02,76.66,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202507080815.jpg,RGB,,,0.2,07/08/2025 8:15,21,15,28,22.85,6.2,35.77,52.89,Medium,Low,"K-deficiency, P-deficiency",Apply Fertilizer,7.07,63.31,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202505200450.jpg,RGB,,,0.22,5/20/2025 4:50,60,26,41,13.49,5.59,24.41,77.97,High,High,"P-deficiency, Healthy",Irrigate,6.5,74.72,Cloud-Node-2,Cloud-Node-2,No,
Z2,IMG_Z2_202505310030.jpg,Multispectral,0.37,0.42,,5/31/2025 0:30,49,22,88,21.53,6.06,37.28,63.96,Medium,High,"N-deficiency, P-deficiency",Irrigate,2.53,88.68,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202504300235.jpg,Multispectral,0.55,0.41,,4/30/2025 2:35,45,6,47,14.11,6.14,34.5,90.05,Medium,Low,"N-deficiency, Healthy",Apply Fertilizer,7.79,87.83,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202506131520.jpg,RGB,,,1.0,6/13/2025 15:20,37,39,55,31.69,7.01,32.24,82.63,Low,Medium,"Pest-risk, Pest-risk",Apply Pesticide,6.43,31.02,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202507011010.jpg,Multispectral,0.85,0.42,,07/01/2025 10:10,31,33,60,9.05,7.97,27.26,42.42,High,High,"N-deficiency, Pest-risk",Irrigate,9.41,76.79,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202506030025.jpg,RGB,,,0.91,06/03/2025 0:25,36,40,52,20.48,7.48,38.0,46.84,Low,Low,"Healthy, P-deficiency",Irrigate,7.29,65.2,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202509081445.jpg,RGB,,,0.57,09/08/2025 14:45,47,6,22,14.14,7.19,39.37,33.28,Low,Medium,"Healthy, Healthy",Apply Fertilizer,2.24,88.82,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202505300815.jpg,RGB,,,0.73,5/30/2025 8:15,35,17,73,33.78,7.48,23.6,42.53,Low,Low,"P-deficiency, K-deficiency",Irrigate,6.07,17.56,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202508081245.jpg,Multispectral,0.75,0.33,,08/08/2025 12:45,39,8,56,28.73,7.95,31.1,27.22,Low,Low,"N-deficiency, K-deficiency",Apply Pesticide,7.6,18.87,Cloud-Node-1,Cloud-Node-1,No,
Z2,IMG_Z2_202507101740.jpg,Multispectral,0.72,0.39,,07/10/2025 17:40,69,34,78,11.9,5.76,41.03,33.7,High,Low,"N-deficiency, P-deficiency",Apply Fertilizer,7.24,74.92,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202508161515.jpg,RGB,,,0.46,8/16/2025 15:15,37,34,82,22.52,5.48,34.16,26.03,High,Low,"Healthy, Healthy",Apply Pesticide,2.65,96.33,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202504282335.jpg,Multispectral,0.83,0.14,,4/28/2025 23:35,64,35,50,15.83,7.08,34.04,55.29,High,Low,"Healthy, Healthy",Apply Pesticide,4.09,57.36,Edge-Node-B,Cloud-Node-2,Yes,4/28/2025 23:35
Z5,IMG_Z5_202504251955.jpg,RGB,,,0.71,4/25/2025 19:55,21,17,79,31.22,5.88,33.54,50.55,Medium,Low,"Healthy, K-deficiency",Apply Fertilizer,7.44,13.73,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202508170510.jpg,Multispectral,0.47,0.32,,8/17/2025 5:10,30,44,55,10.34,6.52,35.38,38.04,Medium,Low,"P-deficiency, Healthy",Irrigate,4.77,67.4,Cloud-Node-1,Cloud-Node-1,No,
Z2,IMG_Z2_202505240050.jpg,RGB,,,0.98,5/24/2025 0:50,64,38,60,21.66,5.14,33.74,26.92,Medium,Low,"Pest-risk, Healthy",Irrigate,4.28,87.66,Edge-Node-B,Edge-Node-B,No,
Z8,IMG_Z8_202504151510.jpg,Multispectral,0.75,0.1,,4/15/2025 15:10,36,16,39,23.1,5.29,29.72,82.14,Medium,Low,"Healthy, Healthy",Apply Pesticide,3.07,24.22,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202507211625.jpg,RGB,,,0.64,7/21/2025 16:25,54,38,45,15.8,7.8,21.3,30.9,Medium,Low,"P-deficiency, N-deficiency",Apply Fertilizer,8.97,39.95,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202510130735.jpg,RGB,,,0.13,10/13/2025 7:35,57,32,85,13.81,5.42,36.02,50.08,Medium,Low,"K-deficiency, Pest-risk",Irrigate,6.86,99.03,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202510201915.jpg,Multispectral,0.72,0.36,,10/20/2025 19:15,53,33,89,35.31,5.29,37.86,29.01,Medium,Medium,"N-deficiency, Healthy",Monitor,7.96,97.47,Edge-Node-B,Cloud-Node-1,Yes,10/20/2025 19:16
Z1,IMG_Z1_202504040700.jpg,Multispectral,0.79,0.41,,04/04/2025 7:00,31,21,63,19.14,5.59,41.24,55.76,Low,Low,"Healthy, P-deficiency",Irrigate,6.61,30.56,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202510051945.jpg,RGB,,,0.08,10/05/2025 19:45,36,44,52,20.64,5.77,18.65,43.05,Medium,Low,"K-deficiency, Pest-risk",Monitor,1.96,73.4,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202506151415.jpg,RGB,,,0.54,6/15/2025 14:15,35,37,57,36.27,5.54,19.21,62.09,Medium,High,"P-deficiency, Pest-risk",Irrigate,2.98,62.99,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202506150630.jpg,Multispectral,0.89,0.25,,6/15/2025 6:30,38,35,84,9.46,7.72,29.7,74.22,High,Low,"K-deficiency, Pest-risk",Monitor,6.73,35.18,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202509182220.jpg,RGB,,,0.92,9/18/2025 22:20,62,20,25,23.17,5.08,34.98,52.41,Low,Medium,"Pest-risk, N-deficiency",Apply Pesticide,5.6,94.96,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202509171215.jpg,RGB,,,0.27,9/17/2025 12:15,68,18,60,16.97,5.26,22.48,87.78,High,Low,"N-deficiency, Healthy",Apply Pesticide,4.01,70.72,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202504112015.jpg,RGB,,,0.03,04/11/2025 20:15,54,43,42,27.79,6.74,30.51,61.51,Low,Low,"K-deficiency, K-deficiency",Apply Fertilizer,6.6,20.66,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202510081615.jpg,Multispectral,0.8,0.32,,10/08/2025 16:15,60,13,68,25.5,6.23,24.99,62.2,Medium,High,"K-deficiency, Pest-risk",Apply Fertilizer,5.69,34.7,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202506072340.jpg,RGB,,,0.26,06/07/2025 23:40,27,31,21,19.83,5.85,41.58,41.47,High,Low,"K-deficiency, K-deficiency",Monitor,3.66,54.61,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202505212235.jpg,RGB,,,0.06,5/21/2025 22:35,70,43,25,23.86,7.46,22.12,44.56,Medium,Low,"Pest-risk, N-deficiency",Apply Pesticide,9.19,20.61,Cloud-Node-1,Edge-Node-A,Yes,5/21/2025 22:35
Z4,IMG_Z4_202509150600.jpg,RGB,,,0.43,9/15/2025 6:00,34,41,35,37.61,6.43,24.75,53.26,Low,Low,"P-deficiency, Healthy",Apply Fertilizer,5.21,64.27,Edge-Node-A,Edge-Node-A,No,
Z7,IMG_Z7_202507041940.jpg,RGB,,,0.93,07/04/2025 19:40,21,44,30,18.31,5.21,37.61,66.66,Low,Low,"P-deficiency, Healthy",Monitor,2.55,45.48,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202504092135.jpg,Multispectral,0.66,0.48,,04/09/2025 21:35,35,39,36,22.54,7.31,33.17,35.58,Medium,Low,"K-deficiency, P-deficiency",Apply Fertilizer,4.69,47.74,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202505241210.jpg,Multispectral,0.6,0.21,,5/24/2025 12:10,40,7,94,15.77,5.54,24.87,53.77,Low,High,"Healthy, P-deficiency",Irrigate,8.04,64.08,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202507131305.jpg,Multispectral,0.34,0.59,,7/13/2025 13:05,60,26,23,21.09,7.58,40.27,32.23,Medium,High,"Healthy, P-deficiency",Irrigate,9.78,60.74,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202510020710.jpg,RGB,,,0.86,10/02/2025 7:10,40,32,33,9.61,7.84,32.53,36.27,Medium,Low,"Healthy, Pest-risk",Monitor,7.97,97.18,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202504172005.jpg,RGB,,,0.19,4/17/2025 20:05,37,40,25,31.06,7.86,28.13,43.36,Medium,Medium,"N-deficiency, Pest-risk",Apply Fertilizer,4.69,11.84,Edge-Node-A,Cloud-Node-1,Yes,4/17/2025 20:05
